ADS_N,elevation,aspect,slope,plot_radius,ForCat,ASSETTO,CanopyCover,nDeadTrees,DEFOGLIAZIONE,sDBH,sH,incr_cm_y,sDBH2,vol_i_1,vol_i_2,pV_new,CAI_m3_ha_y,Age,dom_DBH,TH,BasalArea_ha,GS_ha,pV,CAI_mc_ha_anno,
1400042,810,S,25,8,PS,FU,50,2,0,21,8,0.29,21.29,0.138544236,0.1423971167,0.0278097506,16.3690972812,21,38,7,84.22,588.61,0.0828571429,0.4877054286,16.3690972812
5300112,430,E,37,10,BS,FU,80,14,99,9,11,0.36,9.36,0.0349894882,0.0378446304,0.0816,16.572144,15,35,14,31.33,203.09,0.32,0.649888,16.572144
1200313,540,E,15,10,CA,FU,70,6,0,20,16,0.35,20.35,0.2513274123,0.2602008407,0.03530625,16.368683625,33,46,20,49.93,463.62,0.105,0.486801,16.368683625
3200122,500,S,11,15,AF,FU,100,4,0,8,11,0.28,8.28,0.0276460154,0.0296151028,0.071225,16.490012,11,63,36,32.55,231.52,0.28,0.648256,16.490012
3600203,570,E,33,8,CA,FC,80,0,0,12,11,0.51,12.51,0.0622035345,0.0676031901,0.08680625,16.526173875,14,41,18,34.35,190.38,0.34,0.647292,16.526173875
400416,350,E,35,10,CA,CM,85,10,5,23,17,0.45,23.45,0.3531542842,0.3671085515,0.0395132325,16.3371411153,28,32,19,67.93,413.46,0.1173913043,0.485366087,16.3371411153
1100068,730,E,32,15,CA,FU,80,0,0,26,14,0.6,26.6,0.3716504109,0.3890014271,0.0466863905,16.2674059172,57,75,20,43.27,348.44,0.1384615385,0.4824553846,16.2674059172
1100148,830,N,33,15,CA,FU,80,1,0,20,13,0.73,20.73,0.2042035225,0.2193824298,0.07433225,16.3716780625,22,66,16,30.33,220.25,0.219,0.4823475,16.3716780625
4100473,830,S,14,8,CA,CM,80,6,99,18,18,0.26,18.26,0.2290221044,0.2356860822,0.0290975309,16.1904481235,28,48,20,74.06,556.42,0.0866666667,0.4822306667,16.1904481235
6200601,135,A,0,10,QC,FC,100,4,0,22,13,0.65,22.65,0.2470862622,0.261902504,0.059963843,16.2783844525,15,45,25,30.11,271.47,0.2363636364,0.6416563636,16.2783844525
5500084,215,S,20,10,RB,CM,99,6,99,9,7,0.55,9.55,0.0222660379,0.0250705966,0.1259567901,16.5230117284,12,42,16,17.27,131.18,0.4888888889,0.6413244444,16.5230117284
2800024,450,A,0,10,AF,FU,50,0,0,21,20,0.45,21.45,0.3463605901,0.3613636585,0.0433163265,16.1102081633,19,45,21,40.16,371.92,0.1714285714,0.6375771429,16.1102081633
200448,628,S,10,8,CA,CM,90,0,0,16,12,0.26,16.26,0.1206371579,0.1245897213,0.0327640625,16.0563564688,24,60,9,76.34,490.06,0.0975,0.4778085,16.0563564688
1000130,850,N,34,10,CA,FU,100,13,0,20,12,0.29,20.29,0.1884955592,0.1940015616,0.02921025,16.0326299175,31,62,13,65.4,548.87,0.087,0.4775169,16.0326299175
6100048,480,S,21,10,CA,CM,90,8,0,13,15,0.55,13.55,0.0995492172,0.1081507997,0.0864053254,16.2251920118,14,25,17,25.69,187.78,0.3384615385,0.6355630769,16.2251920118
5900159,430,O,25,10,CA,CM,100,9,99,9,9,0.28,9.28,0.0286277631,0.0304367549,0.0631901235,16.1065305679,13,31,17,32.47,254.89,0.2488888889,0.6343928889,16.1065305679
6200466,315,A,0,10,QC,FC,100,1,0,11,13,0.48,11.48,0.0617715656,0.0672801598,0.0891768595,16.1579551736,13,39,19,21.36,181.19,0.3490909091,0.6325178182,16.1579551736
1200245,740,E,35,8,CA,CM,70,2,0,22,11,0.26,22.26,0.2090729911,0.2140439174,0.0237760331,15.8645580579,36,37,11,44.76,667.25,0.0709090909,0.4731409091,15.8645580579
900071,920,E,25,10,CA,CM,90,8,0,16,17,0.37,16.37,0.1709026404,0.1788982803,0.0467847656,15.9484587539,29,50,16,47.84,340.89,0.13875,0.472984875,15.9484587539
600450,620,N,25,17,CA,FU,90,0,0,13,14,0.32,13.32,0.0929126027,0.097543059,0.0498366864,15.9422576095,16,112,21,37.48,319.89,0.1969230769,0.6299372308,15.9422576095
1400602,270,N,35,8,RB,CM,95,0,0,10,12,0.5,10.5,0.0471238898,0.0519540885,0.1025,16.13965,10,28,14,24.27,157.46,0.4,0.62984,16.13965
4400409,490,S,19,10,CA,CM,100,11,99,9,15,0.36,9.36,0.0477129384,0.0516063142,0.0816,16.049088,14,31,18,29.86,196.68,0.32,0.629376,16.049088
1000054,1470,S,27,10,FG,CM,90,0,0,25,15,0.22,25.22,0.3681553891,0.3746634339,0.01767744,15.7719887424,38,29,16,99.09,892.21,0.0528,0.47108688,15.7719887424
2300088,840,S,28,10,AF,FC,80,0,99,9,8,0.35,9.35,0.0254469005,0.0274645884,0.0792901235,15.9642734568,19,50,19,25.11,201.34,0.3111111111,0.6263911111,15.9642734568
4400297,330,A,0,10,QV,FU,70,0,99,18,19,0.21,18.21,0.2417455547,0.2474191886,0.0234694444,15.7334461667,36,59,27,48.17,670.38,0.07,0.469266,15.7334461667
3800298,820,S,27,10,CA,FC,90,2,0,11,8,0.23,11.23,0.0380132711,0.039619536,0.0422553719,15.6953353388,31,62,19,48.85,371.44,0.1254545455,0.4659883636,15.6953353388
6100171,316,A,22,10,QC,FU,70,0,99,14,12,0.22,14.22,0.092362824,0.0952884636,0.0316755102,15.6343983265,36,60,27,46.9,493.58,0.0942857143,0.4653754286,15.6343983265
2300123,910,N,30,10,BS,IN,70,1,99,12,16,0.32,12.32,0.0904778684,0.0953676946,0.0540444444,15.715584,19,41,25,33.77,290.79,0.2133333333,0.620352,15.715584
4400030,470,E,16,15,CA,FU,75,0,99,30,17,0.56,30.56,0.600829595,0.6234699223,0.0376817778,15.6503727644,41,98,17,37.54,415.33,0.112,0.4651696,15.6503727644
3300002,232,A,0,13,QC,FU,95,0,0,13,12,0.5,13.5,0.0796393738,0.0858832892,0.0784023669,15.8012130178,12,66,24,20.88,201.54,0.3076923077,0.6201230769,15.8012130178
1400447,645,E,25,12,OS,CM,80,3,99,24,16,0.4,24.4,0.3619114737,0.3740757204,0.0336111111,15.6237888889,20,100,16,59.31,464.84,0.1,0.46484,15.6237888889
5800435,370,E,33,11,CA,CM,100,6,99,10,15,0.3,10.3,0.0589048623,0.0624921684,0.0609,15.68784,16,36,19,36.75,257.6,0.24,0.61824,15.68784
1300154,590,N,13,10,CA,CM,50,5,0,16,12,0.22,16.22,0.1206371579,0.1239774877,0.0276890625,15.552392625,26,80,14,83.08,561.68,0.0825,0.463386,15.552392625
4400316,230,E,14,10,RB,FC,70,1,99,16,21,0.48,16.48,0.2111150263,0.2239719314,0.0609,15.65739,19,58,24,29.3,257.1,0.24,0.61704,15.65739
6000190,243,A,0,10,AN,FU,60,4,99,10,10,0.44,10.44,0.0392699082,0.0428016866,0.089936,15.69563072,13,46,20,15.88,174.52,0.352,0.6143104,15.69563072
1200300,1040,O,35,8,CA,CM,40,0,0,11,9,0.29,11.29,0.04276493,0.0450495315,0.053422314,15.5362773719,19,37,14,16.27,290.82,0.2109090909,0.6133658182,15.5362773719
6200590,178,S,5,14,QC,FC,100,10,0,11,13,0.36,11.36,0.0617715656,0.0658809572,0.0665256198,15.5749781157,13,58,18,31.22,234.12,0.2618181818,0.6129687273,15.5749781157
3400314,1440,E,17,8,RI,RI,90,3,0,21,18,0.25,21.25,0.3117245311,0.3191907223,0.0239512472,15.4016099773,35,43,22,76.63,643.04,0.0714285714,0.4593142857,15.4016099773
6100122,190,A,0,10,RB,CM,60,0,99,14,12,0.56,14.56,0.092362824,0.0998996305,0.0816,15.588864,12,53,33,20.48,191.04,0.32,0.611328,15.588864
1200367,1560,N,35,10,AB,FU,50,1,0,19,9,0.4,19.4,0.1275879316,0.1330166037,0.0425484765,15.4191423823,25,62,20,46.05,362.39,0.1263157895,0.4577557895,15.4191423823
1100426,940,N,37,10,CA,FU,70,10,0,15,13,0.36,15.36,0.1148644814,0.1204441384,0.048576,15.40782144,24,55,16,45.76,317.19,0.144,0.4567536,15.40782144
1100089,1015,O,25,10,CA,FU,100,1,0,19,13,0.38,19.38,0.184293679,0.1917391437,0.0404,15.3621,27,52,15,55.56,380.25,0.12,0.4563,15.3621
1400603,235,N,35,8,RB,CM,90,0,0,13,14,0.6,13.6,0.0929126027,0.101687071,0.0944378698,15.5397514793,12,17,15,27.74,164.55,0.3692307692,0.6075692308,15.5397514793
5800030,548,E,22,10,CA,CM,95,2,0,9,15,0.35,9.35,0.0477129384,0.0514961032,0.0792901235,15.440958642,10,26,18,18.84,194.74,0.3111111111,0.6058577778,15.440958642
1400468,460,A,0,10,RB,IN,50,0,99,10,11,0.45,10.45,0.043196899,0.0471720936,0.092025,15.47216325,12,52,17,21.72,168.13,0.36,0.605268,15.47216325
3800173,855,N,35,13,CA,FC,90,2,0,18,18,0.63,18.63,0.2290221044,0.2453342038,0.071225,15.38531225,15,54,23,27.62,216.01,0.28,0.604828,15.38531225
1400004,240,O,3,9,QC,FC,90,3,0,30,20,0.99,30.99,0.7068583471,0.7542807667,0.067089,15.36740634,25,43,18,28.63,229.06,0.198,0.4535388,15.36740634
1300261,700,N,19,11,CA,CM,90,13,0,15,21,0.36,15.36,0.1855503161,0.1945636083,0.048576,15.25626432,14,53,15,48.16,314.07,0.192,0.6030144,15.25626432
5500246,280,S,15,9,QC,FC,99,7,99,18,9,0.8,18.8,0.1145110522,0.1249160071,0.0908641975,15.4042074074,13,25,10,29.73,169.53,0.3555555556,0.6027733333,15.4042074074
700024,830,E,22,14,CA,SG,70,7,99,13,13,0.28,13.28,0.0862759882,0.0900325162,0.0435408284,15.2001031953,21,90,27,37.17,349.1,0.1292307692,0.4511446154,15.2001031953
1200059,570,N,20,13,CA,FU,70,0,0,14,16,0.35,14.35,0.123150432,0.1293849226,0.050625,15.22445625,20,57,16,30.56,300.73,0.15,0.451095,15.22445625
1000064,845,N,27,10,CA,FU,90,1,0,13,18,0.35,13.35,0.1194590607,0.1259780618,0.0545710059,15.2062107988,20,33,20,40.74,278.65,0.1615384615,0.4501269231,15.2062107988
6300309,100,A,0,8,RB,CM,80,0,99,14,11,0.4,14.4,0.084665922,0.0895730897,0.0579591837,15.1928408163,22,51,12,32.79,262.13,0.1714285714,0.4493657143,15.1928408163
6200508,135,A,0,12,RB,CM,100,7,0,12,5,0.4,12.4,0.0282743339,0.0301907054,0.0677777778,15.2154333333,15,50,23,26.28,224.49,0.2666666667,0.59864,15.2154333333
5100130,160,E,11,10,RB,CM,70,3,99,10,12,0.96,10.96,0.0471238898,0.0566059704,0.201216,15.65862912,20,15,14,12.93,77.82,0.576,0.4482432,15.65862912
900122,1060,S,34,10,CA,CM,60,5,100,28,26,0.32,28.32,0.8004778081,0.818878996,0.0229877551,15.0222680816,37,50,26,81.07,653.49,0.0685714286,0.4481074286,15.0222680816
4100285,470,E,14,8,BS,FC,70,0,99,25,28,0.45,25.45,0.687223393,0.7121860955,0.036324,15.05157588,30,80,33,47.32,414.37,0.108,0.4475196,15.05157588
1200184,920,E,8,8,CA,CM,85,2,0,20,12,0.21,20.21,0.1884955592,0.1924747476,0.02111025,14.9897552175,26,34,14,49.03,710.07,0.063,0.4473441,14.9897552175
3300214,610,S,25,15,CA,CM,80,9,0,10,9,0.35,10.35,0.0353429174,0.0378602166,0.071225,15.111096,16,39,16,33.35,212.16,0.28,0.594048,15.111096
3300111,215,A,0,10,RB,CM,85,7,0,15,15,0.31,15.31,0.1325359401,0.1380706998,0.0417604444,15.0003516444,16,73,24,37.35,359.2,0.1653333333,0.5938773333,15.0003516444
5900236,305,S,35,10,QC,CM,90,6,99,11,8,0.39,11.39,0.0380132711,0.0407565412,0.0721661157,15.065398314,14,31,15,36.87,208.76,0.2836363636,0.5921192727,15.065398314
1300525,1050,O,22,10,CA,FU,60,0,0,24,15,0.24,24.24,0.3392920066,0.3461117759,0.0201,14.843247,48,150,6,96.29,738.47,0.06,0.443082,14.843247
3200449,660,E,26,10,QV,FU,70,2,99,18,11,0.16,18.16,0.1399579527,0.1424571525,0.0178567901,14.8322070123,57,45,16,72.1,830.62,0.0533333333,0.4429973333,14.8322070123
1300571,1270,E,35,10,FG,CM,90,2,0,13,8,0.36,13.36,0.0530929158,0.0560741616,0.0561514793,14.9469622722,15,53,22,43.11,266.19,0.2215384615,0.5897132308,14.9469622722
1300409,650,E,22,8,AF,FU,85,1,0,14,17,0.28,14.28,0.130847334,0.1361335663,0.0404,14.881744,33,40,18,54.23,368.36,0.12,0.442032,14.881744
5700118,240,A,0,10,AN,FU,100,0,99,13,9,0.42,13.42,0.0597295303,0.0636513218,0.0656591716,14.9486235976,17,55,24,24.43,227.67,0.2584615385,0.5884393846,14.9486235976
600214,600,E,38,10,CA,CM,100,12,0,10,16,0.26,10.26,0.0628318531,0.0661415838,0.052676,14.83040104,16,34,16,44.8,281.54,0.208,0.5856032,14.83040104
6300010,169,A,0,8,SP,SG,40,1,0,10,16,0.45,10.45,0.0628318531,0.0686139544,0.092025,14.963265,15,38,20,21.03,162.6,0.36,0.58536,14.963265
1300395,600,O,50,10,CA,CM,90,0,0,26,24,0.3,26.3,0.6371149901,0.6519024668,0.0232100592,14.698002071,35,75,28,95.46,633.26,0.0692307692,0.4384107692,14.698002071
5400078,150,N,22,10,RB,CM,70,0,99,9,5,0.36,9.36,0.0159043128,0.0172021047,0.0816,14.865072,12,70,27,18.1,182.17,0.32,0.582944,14.865072
4400416,560,E,42,16,CA,CM,100,5,99,10,11,0.47,10.47,0.043196899,0.0473528294,0.096209,14.91047082,10,36,25,20.67,154.98,0.376,0.5827248,14.91047082
2800120,520,S,15,10,RB,IN,90,1,0,12,15,0.45,12.45,0.0848230016,0.0913040091,0.07640625,14.8350375,13,61,20,24.27,194.16,0.3,0.58248,14.8350375
1200349,620,E,15,8,CA,CM,60,0,0,14,9,0.25,14.25,0.069272118,0.0717682115,0.0360331633,14.6874776786,23,25,16,24.32,407.61,0.1071428571,0.436725,14.6874776786
4400310,325,A,0,10,RI,RI,70,6,99,26,20,0.54,26.54,0.5309291585,0.553212161,0.0419698225,14.7083242899,31,42,25,32.97,350.45,0.1246153846,0.4367146154,14.7083242899
4400412,460,E,20,10,CA,FC,100,21,99,10,12,0.31,10.31,0.0471238898,0.050090857,0.062961,14.78261319,13,36,24,26.91,234.79,0.248,0.5822792,14.78261319
4500082,567,N,10,14,CA,CM,100,0,99,23,23,0.24,23.24,0.4777969727,0.4878204126,0.0209784499,14.5984837202,47,120,15,62.85,695.88,0.0626086957,0.4356813913,14.5984837202
1000102,1565,O,35,17,AF,IN,100,1,0,8,9,0.23,8.23,0.0226194671,0.0239387829,0.0583265625,14.7251239688,15,72,19,34.24,252.46,0.23,0.580658,14.7251239688
200039,350,E,44,10,CA,FC,70,11,5,12,10,0.21,12.21,0.0565486678,0.0585451892,0.03530625,14.5542954375,30,34,11,67.58,412.23,0.105,0.4328415,14.5542954375
1100456,820,E,33,12,CA,CM,80,0,0,26,10,0.59,26.59,0.2654645792,0.2776492856,0.0458995562,14.5767810621,34,47,14,48.36,317.58,0.1361538462,0.4323973846,14.5767810621
2300043,540,E,40,10,QV,FU,80,3,99,33,24,0.5,33.5,1.0263583199,1.0576957066,0.0305325987,14.4724517906,30,40,23,48.92,474,0.0909090909,0.4309090909,14.4724517906
5700114,290,A,0,10,RB,CM,90,0,99,17,12,0.36,17.36,0.1361880415,0.1420170782,0.0428013841,14.5066731073,22,70,25,33.12,338.93,0.1270588235,0.4306404706,14.5066731073
6100167,290,E,24,10,CA,CM,70,0,99,22,15,0.36,22.36,0.2850995333,0.2945064042,0.0329950413,14.4171833058,28,39,19,38.55,436.95,0.0981818182,0.4290054545,14.4171833058
1400239,400,S,45,8,QR,FC,50,4,0,29,10,0.19,29.19,0.3302599277,0.334601648,0.0131463734,14.2848492985,64,55,14,121.1,1086.6,0.0262068966,0.2847641379,14.2848492985
5300236,270,A,0,10,RB,CM,80,10,99,12,12,0.4,12.4,0.0678584013,0.072457693,0.0677777778,14.4210777778,13,75,28,22.45,212.77,0.2666666667,0.5673866667,14.4210777778
1200015,620,S,40,11,CA,CM,70,4,0,19,14,0.29,19.29,0.1984701159,0.2045749137,0.0307592798,14.2895310139,30,34,15,38.51,464.56,0.0915789474,0.4254391579,14.2895310139
600273,1420,E,30,10,AF,FU,95,2,0,20,16,0.55,20.55,0.2513274123,0.2653404863,0.05575625,14.3745188125,14,38,18,39.06,257.81,0.22,0.567182,14.3745188125
1400607,610,N,5,8,CA,CM,80,12,99,19,21,0.38,19.38,0.2977051738,0.3097324629,0.0404,14.309276,25,70,20,57.27,354.19,0.12,0.425028,14.309276
3600053,1070,S,25,8,CA,CM,80,9,0,23,12,0.29,23.29,0.2492853771,0.2556113352,0.0253763705,14.2513696786,39,37,16,76.98,561.6,0.0756521739,0.4248626087,14.2513696786
800192,940,S,45,15,CA,FC,60,1,0,9,6,0.25,9.25,0.0190851754,0.0201601891,0.0563271605,14.3482175926,17,95,26,32.54,254.73,0.2222222222,0.5660666667,14.3482175926
6200014,255,E,24,10,CA,CM,90,1,0,12,12,0.5,12.5,0.0678584013,0.0736310778,0.0850694444,14.4388368056,12,46,21,23.31,169.73,0.3333333333,0.5657666667,14.4388368056
6000096,260,A,0,9,RB,FU,90,1,99,12,15,0.3,12.3,0.0848230016,0.0891171661,0.050625,14.298525,14,40,26,29.11,282.44,0.2,0.56488,14.298525
